ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1085291233,2022-02-04 19:58:28,2022-02-04 19:58:28,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,3.0,5.0,2.0,7.0,5.0,6.0,1.0,6.0,3.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,2,2,2,4,2,2,2,2,2,3,1.0,1.0,3.0,5.0,2.0,7.0,1.0,6.0,3.0
1085275322,2022-02-04 19:43:34,2022-02-04 19:43:34,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,Иммигранта,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,1.0,1.0,9.0,Партия пенсионеров,False,False,False,False,False,2,2,2,1,2,3,4,3,3,3,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,9.0
1085270976,2022-02-04 19:39:29,2022-02-04 19:39:29,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,8.0,10.0,3.0,10.0,8.0,2.0,10.0,10.0,10.0,Яблоко,False,False,False,False,False,1,2,2,2,2,4,1,2,4,3,2,1,2,1.0,10.0,8.0,10.0,3.0,10.0,10.0,10.0,10.0
1085270945,2022-02-04 19:39:27,2022-02-04 19:39:27,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,1.0,10.0,2.0,2.0,8.0,10.0,1.0,10.0,5.0,Партия пенсионеров,True,False,False,False,True,1,2,1,2,2,2,4,3,2,2,2,-1,2,1.0,1.0,1.0,10.0,2.0,2.0,1.0,10.0,5.0
1085267618,2022-02-04 19:36:21,2022-02-04 19:36:21,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,3.0,4.0,4.0,8.0,7.0,8.0,3.0,6.0,4.0,Единая Россия,True,False,False,False,True,1,2,2,2,2,2,4,-1,3,3,-1,2,3,1.0,1.0,3.0,4.0,4.0,8.0,3.0,6.0,4.0
1085266397,2022-02-04 19:35:15,2022-02-04 19:35:15,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,1.0,3.0,5.0,8.0,4.0,7.0,1.0,5.0,3.0,КПРФ,False,False,False,False,False,1,2,2,2,2,4,3,-1,-1,2,2,2,3,1.0,5.0,1.0,3.0,5.0,8.0,1.0,5.0,3.0
1085266344,2022-02-04 19:35:12,2022-02-04 19:35:12,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,-1,-1,-1,3,-1,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
1085265953,2022-02-04 19:34:50,2022-02-04 19:34:50,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,10.0,10.0,1.0,7.0,1.0,1.0,7.0,7.0,2.0,Зелёные,False,False,False,False,False,1,2,1,2,2,4,5,3,-1,-1,1,1,3,1.0,1.0,10.0,10.0,1.0,7.0,7.0,7.0,2.0
1085265349,2022-02-04 19:34:16,2022-02-04 19:34:17,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,2.0,1.0,5.0,1.0,7.0,1.0,6.0,3.0,Родина,False,False,False,False,False,1,2,1,1,2,1,5,3,3,3,3,1,3,1.0,1.0,1.0,2.0,1.0,5.0,1.0,6.0,3.0
1085265289,2022-02-04 19:34:13,2022-02-04 19:34:13,Женский,более 50,сельский населённый пункт,female_50,,,Гомосексуала,,,,Полностью согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,1.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,ЛДПР,True,False,False,False,True,2,2,1,2,2,1,4,2,3,3,-1,2,4,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0
1085265145,2022-02-04 19:34:06,2022-02-04 19:34:06,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее согласен,Одобряю,Не очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,3.0,3.0,5.0,5.0,1.0,7.0,3.0,3.0,5.0,КПРФ,False,False,False,False,False,1,2,2,2,2,4,5,3,1,1,1,3,1,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0
